card_id,location_id,timestamp,entity_id
C7426,AC_101,2025-10-14T08:48:17.199Z,E100324
C7996,AC_101,2025-10-07T17:20:11.199Z,E100885
C2626,LAB_102,2025-10-12T05:27:07.199Z,E100336
C2478,AC_301,2025-10-10T10:28:00.199Z,E100747
C4130,CC_SERVER,2025-09-25T10:26:57.199Z,E100596
C1965,CAF_MAIN,2025-10-22T00:59:43.199Z,E100908
C3438,AUD_SEMINAR,2025-10-24T01:09:00.199Z,E100693
C4421,AC_201,2025-10-10T13:09:07.199Z,E100162
C1864,LIB_L3,2025-09-30T13:43:23.199Z,E100179
C1311,AC_101,2025-10-15T07:54:03.199Z,E100620
C3403,LAB_101,2025-10-06T03:47:33.199Z,E100341
C3559,AUD_MAIN,2025-10-14T06:08:56.199Z,E100463
C9634,AC_301,2025-10-08T06:42:02.199Z,E100199
C6009,CC_LAB1,2025-10-09T17:07:49.199Z,E100267
C6522,LIB_L3,2025-10-12T14:51:14.199Z,E100752
C9963,LIB_ENT,2025-09-26T05:44:56.199Z,E100152
C8513,LIB_L2,2025-10-03T06:08:31.199Z,E100408
C4356,HOSTEL_B,2025-10-10T09:39:06.199Z,E100218
C5211,HOSTEL_C,2025-10-16T03:50:58.199Z,E100807
C7366,CC_LAB1,2025-10-21T07:58:05.199Z,E100168
C9116,GYM_MAIN,2025-10-02T08:16:15.199Z,E100108
C9019,AC_102,2025-10-01T11:53:16.199Z,E100276
C2244,AUD_SEMINAR,2025-10-18T04:47:12.199Z,E100420
C2116,GYM_INDOOR,2025-10-05T13:11:43.199Z,E100892
C7712,LIB_ENT,2025-10-10T21:50:22.199Z,E100381
C8250,LIB_L2,2025-10-12T09:23:33.199Z,E100848
C3526,AC_101,2025-10-24T14:46:00.199Z,E100294
C3470,LIB_ENT,2025-10-01T13:01:33.199Z,E100404
C9963,HOSTEL_B,2025-10-04T23:31:46.199Z,E100152
C8946,LAB_101,2025-09-26T08:37:11.199Z,E100480
C2723,CAF_FOOD_COURT,2025-10-12T07:43:40.199Z,E100600
C5547,CC_LAB1,2025-10-13T04:25:22.199Z,E100838
C6403,CC_LAB1,2025-10-04T11:17:04.199Z,E100575
C6113,LIB_L3,2025-10-18T15:10:19.199Z,E100478
C9846,CAF_MAIN,2025-10-14T06:55:17.199Z,E100442
C1796,LIB_L3,2025-10-09T05:43:35.199Z,E100269
C4314,LAB_102,2025-10-19T05:01:55.199Z,E100339
C3586,AC_301,2025-10-09T05:22:34.199Z,E100233
C6357,CAF_FOOD_COURT,2025-10-18T11:24:12.199Z,E100669
C8300,ADMIN_OFFICE,2025-10-22T06:11:53.199Z,E100400
C4844,CC_LAB1,2025-10-05T06:06:35.199Z,E100978
C3224,LAB_301,2025-10-24T04:16:56.199Z,E100581
C3549,LAB_201,2025-10-05T17:09:05.199Z,E100647
C1492,ADMIN_OFFICE,2025-09-25T06:42:40.199Z,E100899
C8475,AC_201,2025-10-21T06:08:00.199Z,E100837
C6390,AC_101,2025-10-14T10:39:08.199Z,E100930
C3488,GYM_MAIN,2025-10-05T05:30:03.199Z,E100143
C2597,HOSTEL_C,2025-10-15T08:19:05.199Z,E100603
C3440,LAB_102,2025-10-08T06:31:01.199Z,E100275
C3376,AC_102,2025-10-07T08:44:49.199Z,E100919
C6232,CAF_FOOD_COURT,2025-10-07T14:55:19.199Z,E100049
C8047,AUD_MAIN,2025-10-18T09:05:55.199Z,E100133
C8997,CAF_MAIN,2025-10-10T10:18:40.199Z,E100457
C3120,AUD_MAIN,2025-09-27T16:35:08.199Z,E100080
C7093,AC_201,2025-10-22T02:06:16.199Z,E100856
C7600,AC_102,2025-10-13T04:07:31.199Z,E100921
C5476,GYM_INDOOR,2025-10-17T05:54:20.199Z,E100652
C2309,AUD_SEMINAR,2025-10-17T02:50:17.199Z,E100634
C9739,AUD_MAIN,2025-10-04T17:20:45.199Z,E100903
C2770,AUD_MAIN,2025-10-12T12:15:21.199Z,E100886
C2626,CAF_MAIN,2025-10-13T04:59:16.199Z,E100336
C3900,AC_102,2025-10-20T07:33:15.199Z,E100382
C4542,HOSTEL_A,2025-10-11T12:45:39.199Z,E100808
C4130,LAB_301,2025-09-25T12:50:42.199Z,E100596
C6923,LIB_L2,2025-09-30T05:37:47.199Z,E100268
C7708,CC_LAB2,2025-10-06T09:57:42.199Z,E100038
C6714,ADMIN_OFFICE,2025-10-18T09:56:26.199Z,E100928
C1744,HOSTEL_B,2025-10-20T16:59:02.199Z,E100126
C8712,ADMIN_OFFICE,2025-10-04T05:37:28.199Z,E100082
C2491,HOSTEL_B,2025-09-27T12:30:45.199Z,E100657
C7809,CAF_FOOD_COURT,2025-09-25T05:40:36.199Z,E100950
C9793,AC_301,2025-10-10T08:13:43.199Z,E100222
C1973,LAB_102,2025-10-08T08:39:23.199Z,E100912
C5645,CAF_FOOD_COURT,2025-10-08T12:52:37.199Z,E100308
C6450,CC_LAB2,2025-10-21T08:04:07.199Z,E100475
C8492,GYM_MAIN,2025-10-11T10:31:28.199Z,E100041
C3440,GYM_MAIN,2025-10-14T10:38:58.199Z,E100275
C9949,AUD_SEMINAR,2025-10-01T03:56:20.199Z,E100981
C1067,LIB_L1,2025-10-21T09:25:08.199Z,E100301
C1958,LIB_L3,2025-10-08T13:28:00.199Z,E100098
C2815,AC_301,2025-10-01T12:03:14.199Z,E100997
C3780,LAB_301,2025-10-24T18:04:09.199Z,E100608
C2296,LAB_201,2025-10-01T07:29:50.199Z,E100284
C9846,LAB_201,2025-10-15T21:07:47.199Z,E100442
C3567,CAF_MAIN,2025-10-14T15:22:11.199Z,E100686
C9050,ADMIN_OFFICE,2025-09-27T15:38:55.199Z,E100375
C5700,CAF_MAIN,2025-10-18T03:22:39.199Z,E100697
C8729,CC_LAB1,2025-10-14T14:47:24.199Z,E100051
C2031,HOSTEL_B,2025-10-09T12:31:26.199Z,E100737
C8345,HOSTEL_C,2025-10-16T10:26:01.199Z,E100718
C1567,CAF_FOOD_COURT,2025-10-20T12:31:42.199Z,E100790
C7032,LIB_L3,2025-10-17T17:19:43.199Z,E100516
C9644,LIB_ENT,2025-10-06T09:00:11.199Z,E100241
C4086,CC_LAB2,2025-10-16T03:54:11.199Z,E100221
C4882,CC_LAB1,2025-10-03T14:04:05.199Z,E100501
C9740,HOSTEL_B,2025-10-10T15:32:50.199Z,E100505
C6506,AUD_SEMINAR,2025-10-16T12:49:19.199Z,E100483
C9921,LAB_301,2025-10-20T09:12:37.199Z,E100089
C8328,GYM_MAIN,2025-10-19T17:53:19.199Z,E100092
C8076,AC_201,2025-09-28T12:05:54.199Z,E100854
C4997,AC_102,2025-10-20T07:10:06.199Z,E100580
C8855,AUD_MAIN,2025-10-02T16:30:43.199Z,E100681
C8475,GYM_MAIN,2025-10-01T17:24:12.199Z,E100837
C8878,LIB_L2,2025-09-29T14:41:46.199Z,E100147
C4501,ADMIN_OFFICE,2025-10-05T07:42:50.199Z,E100325
C9391,CAF_FOOD_COURT,2025-10-12T03:56:59.199Z,E100303
C8910,HOSTEL_A,2025-10-01T05:21:16.199Z,E100458
C8290,AUD_SEMINAR,2025-10-05T13:46:42.199Z,E100658
C2899,CC_LAB2,2025-10-17T03:36:06.199Z,E100428
C9817,CC_SERVER,2025-10-15T12:40:30.199Z,E100823
C6190,ADMIN_OFFICE,2025-10-12T13:09:48.199Z,E100844
C2499,HOSTEL_C,2025-10-11T16:53:51.199Z,E100945
C7093,CC_SERVER,2025-09-28T18:27:54.199Z,E100856
C1458,HOSTEL_B,2025-10-04T03:49:50.199Z,E100999
C4458,LIB_L2,2025-10-24T05:42:11.199Z,E100025
C1571,CAF_MAIN,2025-10-23T18:04:47.199Z,E100316
C5015,LIB_ENT,2025-10-02T18:19:05.199Z,E100023
C5128,ADMIN_OFFICE,2025-10-13T13:33:30.199Z,E100943
C3199,LAB_102,2025-10-03T07:02:00.199Z,E100624
C4928,CC_LAB2,2025-10-15T04:10:35.199Z,E100578
C6315,AC_201,2025-10-24T03:21:56.199Z,E100958
C9704,ADMIN_LOBBY,2025-10-18T12:12:19.199Z,E100146
C2116,ADMIN_OFFICE,2025-10-24T17:46:21.199Z,E100892
C8280,GYM_MAIN,2025-10-16T13:18:52.199Z,E100364
C7141,LIB_ENT,2025-09-25T06:46:57.199Z,E100008
C4421,LIB_L2,2025-10-23T12:36:15.199Z,E100162
C2072,LAB_102,2025-10-09T03:38:23.199Z,E100394
C5704,AC_201,2025-09-26T03:27:57.199Z,E100773
C6209,GYM_INDOOR,2025-10-09T16:35:58.199Z,E100625
C9817,LAB_101,2025-10-22T16:03:33.199Z,E100823
C5047,CAF_FOOD_COURT,2025-09-29T05:00:58.199Z,E100449
C7241,LIB_ENT,2025-10-01T15:36:48.199Z,E100110
C6984,CAF_MAIN,2025-10-11T12:51:12.199Z,E100523
C2398,CC_SERVER,2025-10-11T16:45:18.199Z,E100961
C6714,ADMIN_OFFICE,2025-10-23T11:48:34.199Z,E100928
C7577,AC_102,2025-10-01T14:54:11.199Z,E100753
C8865,LAB_102,2025-10-21T06:06:28.199Z,E100817
C4920,LIB_L3,2025-10-17T15:16:13.199Z,E100916
C2762,AC_102,2025-10-07T07:10:05.199Z,E100515
C3971,GYM_INDOOR,2025-09-25T02:52:34.199Z,E100114
C7086,AC_102,2025-09-27T07:23:09.199Z,E100549
C6660,AUD_SEMINAR,2025-10-05T13:29:24.199Z,E100096
C6876,AUD_SEMINAR,2025-09-29T10:07:02.199Z,E100678
C8082,LAB_102,2025-10-19T04:28:48.199Z,E100962
C9616,LIB_L3,2025-10-01T09:42:59.199Z,E100087
C8329,LAB_102,2025-10-24T02:59:43.199Z,E100771
C3466,AC_102,2025-10-09T10:12:07.199Z,E100384
C9499,CC_LAB2,2025-10-03T12:47:47.199Z,E100517
C6316,CC_LAB1,2025-09-28T08:19:59.199Z,E100723
C6315,LIB_L1,2025-10-06T14:10:26.199Z,E100958
C5050,LIB_ENT,2025-10-24T04:06:48.199Z,E100401
C1017,LAB_201,2025-10-13T07:41:47.199Z,E100741
C6774,AUD_SEMINAR,2025-10-21T08:09:47.199Z,E100454
C1945,LIB_L1,2025-10-21T10:52:57.199Z,E100178
C8012,CC_SERVER,2025-10-11T10:19:38.199Z,E100169
C6698,ADMIN_OFFICE,2025-10-11T08:45:12.199Z,E100345
C6365,LAB_201,2025-10-22T07:49:43.199Z,E100230
C7222,LAB_201,2025-10-24T11:04:38.199Z,E100166
C6447,CAF_FOOD_COURT,2025-10-06T07:12:09.199Z,E100541
C3982,AC_101,2025-10-16T11:43:22.199Z,E100343
C9447,CC_LAB2,2025-09-28T15:14:16.199Z,E100917
C8012,AC_101,2025-09-27T11:52:13.199Z,E100169
C9910,AC_301,2025-09-30T14:52:06.199Z,E100255
C1358,AC_201,2025-09-25T10:44:15.199Z,E100947
C6018,AC_101,2025-09-29T05:53:34.199Z,E100493
C8769,LIB_L3,2025-10-12T17:49:44.199Z,E100402
C4314,HOSTEL_B,2025-10-06T18:12:10.199Z,E100339
C6935,CC_LAB2,2025-09-29T13:07:35.199Z,E100815
C7857,CC_SERVER,2025-10-11T14:44:49.199Z,E100282
C5160,CC_LAB1,2025-09-29T15:09:31.199Z,E100238
C2655,CAF_FOOD_COURT,2025-10-18T21:29:49.199Z,E100000
C7683,LAB_101,2025-10-06T07:03:20.199Z,E100215
C3440,CC_LAB2,2025-10-12T05:18:05.199Z,E100275
C2935,CAF_MAIN,2025-09-29T08:05:57.199Z,E100736
C4433,ADMIN_LOBBY,2025-10-19T17:16:13.199Z,E100018
C8648,AC_301,2025-10-12T17:00:39.199Z,E100898
C3577,LAB_101,2025-09-30T16:51:00.199Z,E100474
C4489,LIB_L1,2025-10-04T13:40:10.199Z,E100103
C5663,AC_102,2025-10-20T17:49:57.199Z,E100702
C5237,AC_201,2025-10-22T18:25:29.199Z,E100661
C5370,AC_301,2025-10-20T16:50:24.199Z,E100852
C3438,AUD_SEMINAR,2025-10-13T03:44:30.199Z,E100693
C4870,CAF_FOOD_COURT,2025-10-14T12:37:34.199Z,E100398
C3436,HOSTEL_A,2025-10-12T03:58:44.199Z,E100918
C8968,LAB_201,2025-10-17T11:20:32.199Z,E100327
C4421,CC_LAB2,2025-10-21T12:08:19.199Z,E100162
C2421,ADMIN_LOBBY,2025-10-12T10:04:28.199Z,E100437
C9740,LIB_L2,2025-10-06T05:55:09.199Z,E100505
C9739,LAB_101,2025-10-08T10:45:01.199Z,E100903
C7308,GYM_MAIN,2025-10-20T19:21:34.199Z,E100619
C5640,ADMIN_OFFICE,2025-10-11T05:54:26.199Z,E100362
C6735,ADMIN_OFFICE,2025-10-23T10:38:35.199Z,E100845
C2941,LIB_ENT,2025-10-17T02:42:10.199Z,E100024
C2739,LIB_L1,2025-10-14T12:00:58.199Z,E100314
C6407,AC_201,2025-10-04T09:39:41.199Z,E100762
C4115,ADMIN_OFFICE,2025-10-06T05:04:25.199Z,E100512
C6417,LIB_L3,2025-10-03T03:58:34.199Z,E100468
C6820,HOSTEL_A,2025-10-21T15:37:07.199Z,E100592
C8007,LIB_L3,2025-10-19T08:43:09.199Z,E100250
C8280,HOSTEL_A,2025-10-18T14:52:36.199Z,E100364
C7852,HOSTEL_B,2025-09-25T08:28:44.199Z,E100644
C9963,AUD_MAIN,2025-10-08T12:41:31.199Z,E100152
C7697,AC_301,2025-10-02T06:23:55.199Z,E100967
C2174,AC_102,2025-10-17T17:52:21.199Z,E100704
C6876,LIB_L1,2025-10-19T13:17:51.199Z,E100678
C8429,LIB_L3,2025-10-18T17:51:00.199Z,E100626
C5542,CAF_MAIN,2025-10-12T02:37:40.199Z,E100125
C6974,ADMIN_LOBBY,2025-09-30T09:42:19.199Z,E100576
C4772,GYM_INDOOR,2025-10-20T10:10:30.199Z,E100123
C9168,CC_LAB1,2025-10-10T02:50:44.199Z,E100498
C4600,AC_301,2025-10-17T01:26:08.199Z,E100717
C2665,ADMIN_LOBBY,2025-09-30T08:03:21.199Z,E100861
C6523,GYM_INDOOR,2025-10-19T08:41:51.199Z,E100254
C7551,LAB_101,2025-10-18T08:06:43.199Z,E100504
C7947,HOSTEL_C,2025-10-12T08:38:09.199Z,E100329
C7210,AC_301,2025-10-10T11:13:33.199Z,E100410
C1382,CAF_MAIN,2025-10-05T15:03:16.199Z,E100924
C4555,GYM_MAIN,2025-10-20T12:02:09.199Z,E100090
C5070,LAB_201,2025-10-17T11:56:08.199Z,E100623
C8997,LIB_L2,2025-10-05T16:16:29.199Z,E100457
C6404,AUD_MAIN,2025-09-29T09:54:59.199Z,E100650
C5164,HOSTEL_A,2025-09-30T07:12:32.199Z,E100835
C2186,CAF_FOOD_COURT,2025-10-15T03:02:06.199Z,E100800
C4489,LIB_L1,2025-10-12T11:11:42.199Z,E100857
C2093,ADMIN_OFFICE,2025-09-29T03:02:01.199Z,E100446
C3391,AC_101,2025-09-27T10:57:32.199Z,E100894
C1253,CC_SERVER,2025-09-27T08:07:33.199Z,E100507
C9499,CC_SERVER,2025-10-16T06:39:59.199Z,E100517
C7070,LAB_201,2025-10-19T03:29:51.199Z,E100348
C9391,LAB_201,2025-09-26T09:21:30.199Z,E100303
C6435,HOSTEL_C,2025-10-16T15:28:45.199Z,E100780
C8329,AUD_MAIN,2025-10-05T17:44:25.199Z,E100771
C1958,GYM_INDOOR,2025-10-23T05:48:07.199Z,E100098
C3549,AUD_SEMINAR,2025-09-25T11:44:55.199Z,E100647
C6204,CAF_FOOD_COURT,2025-10-20T10:28:47.199Z,E100665
C9543,GYM_INDOOR,2025-10-07T15:09:41.199Z,E100863
C6714,AUD_MAIN,2025-09-28T04:35:12.199Z,E100928
C7295,GYM_MAIN,2025-10-08T16:15:53.199Z,E100877
C7622,LIB_L1,2025-09-28T13:21:03.199Z,E100528
C8919,AUD_SEMINAR,2025-10-17T12:35:14.199Z,E100561
C9450,LIB_ENT,2025-10-03T10:25:07.199Z,E100354
C2149,HOSTEL_A,2025-10-05T02:34:29.199Z,E100219
C7188,LIB_L1,2025-10-18T04:00:39.199Z,E100552
C9436,AUD_MAIN,2025-10-17T17:53:58.199Z,E100137
C1893,CC_LAB2,2025-10-12T04:16:27.199Z,E100352
C4736,HOSTEL_C,2025-10-12T07:53:00.199Z,E100083
C7251,GYM_INDOOR,2025-09-30T10:23:34.199Z,E100163
C1464,HOSTEL_A,2025-10-05T12:02:57.199Z,E100700
C2739,CC_LAB2,2025-10-09T20:33:33.199Z,E100314
C6505,LIB_L1,2025-10-20T12:51:31.199Z,E100298
